,Product_Name,Publisher,Writer,Previous_Price,Discount,Current_Price,Gain,Kind,Page,ISBN,Cover
936,Aydağı,Yapı Kredi Yayınları,Roger Norman,"13,00",%36 indirim,"8,32","4,68",Roman-Öykü Kitapları,112,9789750842900,Ciltsiz
937,Baba Hakları Bildirgesi,Yapı Kredi Yayınları,Elisabeth Brami,"11,00",%36 indirim,"7,04","3,96",Roman-Öykü Kitapları,36,9789750842672,Ciltsiz
938,Leonardo’nun İcatları - Zamanda Yolculuk,Yapı Kredi Yayınları,Geronimo Stilton,"18,00",%36 indirim,"11,52","6,48",Roman-Öykü Kitapları,124,9789750842863,Ciltsiz
939,Tolstoy’dan Anılar,Yapı Kredi Yayınları,Maksim Gorki,"8,00",%36 indirim,"5,12","2,88",Anı- Mektup - Günlük Kitapları,64,9789750843006,Ciltsiz
940,Davanın Reddine,Yapı Kredi Yayınları,Claudio Magris,"24,07",%36 indirim,"15,40","8,67",Roman,320,9789750842917,Ciltsiz
941,Birazcık Evli,Olimpos Yayınları,Gail Parent,"32,00",%50 indirim,"16,00","16,00",Roman,384,9786052063811,Ciltsiz
942,Yeni Türk Edebiyatında Amentü'ler,Şule Yayınları,Hasan Akay,"25,00",%40 indirim,"15,00","10,00",Araştıma-İnceleme Kitapları,325,9786052021569,Ciltsiz
943,İlham Veren Başarı Öyküleri,Kariyer Yayınları,Ziya Baran,"15,00",%30 indirim,"10,50","4,50",Kişisel Gelişim Kitapları,199,9789944300193,Ciltsiz
944,Karanlık Zihinler Filme Özel Baskı,Parodi Yayınları,Alexandra Bracken,"35,00",%40 indirim,"21,00","14,00",Roman,576,9786055034726,Ciltsiz
945,İmparatorluğun Çöküşü,İthaki Yayınları,John Scalzi,"38,00",%36 indirim,"24,32","13,68",Bilim Kurgu Kitapları,360,9786053758334,Ciltsiz
946,Süreyya,İthaki Yayınları,Nil Sakman,"19,00",%36 indirim,"12,16","6,84",Denemeler,160,9786053758327,Ciltsiz
947,Öyle Kargaşada Böyle Karşılaşmalar,Everest Yayınları,Adalet Ağaoğlu,"20,00",%35 indirim,"13,00","7,00",Roman,220,9786051852836,Ciltsiz
948,Ahmed Arif: Abisi Olmak Halkının,İletişim Yayınevi,Şeyhmus Diken,"17,00",%30 indirim,"11,90","5,10",Biyografi-Otobiyogafi Kitapları,98,9789750524547,Ciltsiz
949,Serseri Standartları Sempozyumu,İletişim Yayınevi,Vecdi Çıracıoğlu,"39,50",%30 indirim,"27,65","11,85",Roman,343,9789750524530,Ciltsiz
950,Hannah Arendt - Yaşam Bir Anlatıdır,İletişim Yayınevi,Julia Kristeva,"17,50",%30 indirim,"12,25","5,25",Siyaset Felsefesi Kitapları,80,9789750524523,Ciltsiz
951,Osmanlı Vampirleri,İletişim Yayınevi,Salim Fikret Kırgi,"23,00",%30 indirim,"16,10","6,90",Tarih Araştırma - İnceleme Kitapları,128,9789750524554,Ciltsiz
952,Alametifarika,Şule Yayınları,Özlem Metin,"15,00",%40 indirim,"9,00","6,00",Öykü Kitapları,120,9786052021477,Ciltsiz
953,Kristal Sapan,Şule Yayınları,Merve Büyükçapar,"15,00",%40 indirim,"9,00","6,00",Öykü Kitapları,104,9786052021453,Ciltsiz
954,Azra Çıtıpıtı - Benden Duymuş Olma Da...,Carpe Diem Kitapları,Büşra Nebati,"20,00",%35 indirim,"13,00","7,00",Mizah Kitapları,160,9786051441757,Ciltsiz
955,Kızıl Soruşturma - Sherlock Holmes,Yediveren Yayınları,Sir Arthur Conan Doyle,"15,00",%31 indirim,"10,35","4,65",Roman,176,9786052690161,Ciltsiz
956,Dörtlerin Esrarı - Sherlock Holmes,Yediveren Yayınları,Sir Arthur Conan Doyle,"15,00",%37 indirim,"9,45","5,55",Roman,160,9786052690147,Ciltsiz
957,Galeride Kargaşa - Prizma’nın Çok Şekil Maceraları,Yediveren Çocuk,Bilgenur Çorlu,"28,00",%31 indirim,"19,32","8,68",Hikayeler,208,9786059484558,Ciltli
958,Bakır Renkli Kayın Ağaçları - Sherlock Holmes,Yediveren Yayınları,Sir Arthur Conan Doyle,"15,00",%37 indirim,"9,45","5,55",Roman,172,9786052690116,Ciltsiz
959,Baskerville’lerin Köpeği - Sherlock Holmes,Yediveren Yayınları,Sir Arthur Conan Doyle,"18,00",%31 indirim,"12,42","5,58",Roman,216,9786052690123,Ciltsiz
960,Sherlock Holmes - Beyaz Birlik,Yediveren Yayınları,Sir Arthur Conan Doyle,"18,00",%38 indirim,"11,16","6,84",Roman,160,9786052690154,Ciltsiz
961,Kara Mücevher,Artemis Yayınları,Richelle Mead,"30,00",%35 indirim,"19,50","10,50",Roman,490,9786053043591,Ciltsiz
962,Dracula,Alfa Yayınları,Bram Stoker,"26,00",%35 indirim,"16,90","9,10",Roman,426,9786051717562,Ciltsiz
963,Dorian Gray’in Portresi,Alfa Yayınları,Oscar Wilde,"25,00",%35 indirim,"16,25","8,75",Roman,345,9786051717265,Ciltsiz
964,Tutsak: Av - 2,Epsilon Yayınevi,Tom Isbell,"29,50",%40 indirim,"17,70","11,80",Roman,392,9786051734521,Ciltsiz
965,Şapkalı Kedi Geri Döndü,Epsilon Yayınevi,Dr. Seuss,"27,50",%40 indirim,"16,50","11,00",Roman-Öykü Kitapları,64,9786051734514,Ciltli
966,İyi ki Doğdun,Epsilon Yayınevi,Dr. Seuss,"27,50",%40 indirim,"16,50","11,00",Roman-Öykü Kitapları,60,9786051734507,Ciltli
967,Kuramsal Başlangıç,Alfa Yayınları,Leonard Susskind,"26,00",%35 indirim,"16,90","9,10",Diğer Bilim Kitapları,256,9786051715292,Ciltsiz
968,Kışgörmez - Drizzt Efsanesi 21. Kitap,İthaki Yayınları,R. A. Salvatore,"32,00",%36 indirim,"20,48","11,52",Roman,336,9786053757252,Ciltsiz
969,Yüce Tanrı Pan,İthaki Yayınları,Arthur Machen,"12,00",%36 indirim,"7,68","4,32",Roman,80,9786053758310,Ciltsiz
970,Beşin Düşüşü,Artemis Yayınları,Pittacus Lore,"34,00",%35 indirim,"22,10","11,90",Aksiyon - Macera Kitapları,420,9786053043584,Ciltsiz
971,Dul Bakire,Artemis Yayınları,Anne Q'Brien,"37,00",%35 indirim,"24,05","12,95",Roman,544,9786053043546,Ciltsiz
972,Dikiş Kafa Serisi 3 Kitaplık Set,Epsilon Yayınevi,Guy Bass,"88,50",%40 indirim,"53,10","35,40",Roman-Öykü Kitapları,572,9789990210002,Ciltli
973,Küçük Astronomlar Serisi 4 Kitaplık Set,Epsilon Yayınevi,Nurdan Bağrıaçık,"94,00",%40 indirim,"56,40","37,60",Hikayeler,400,9789990190007,Ciltsiz
974,Ezikler Serisi 4 Kitaplık Set,Epsilon Yayınevi,Michael Buckley,"140,00",%40 indirim,"84,00","56,00",Roman-Öykü Kitapları,1074,9789990160000,Ciltli
975,Vahşiler Futbol Takımı 13 Kitaplık Set,Epsilon Yayınevi,Joachim Masannek,"357,50",%40 indirim,"214,50","143,00",Roman-Öykü Kitapları,2353,9789990120165,Ciltli
976,Dünya Klasikleri 26 Kitaplık Tam Set Kutulu,Epsilon Yayınevi,Jules Verne,"411,00",%40 indirim,"246,60","164,40",Dünya Çocuk Klasikleri,4962,9789990090116,Ciltli
977,Kötü Kedi Serisi 9 Kitaplık Set,Epsilon Yayınevi,Nick Bruel,"225,00",%40 indirim,"135,00","90,00",Roman-Öykü Kitapları,1332,9789990040203,Ciltli
978,Bizim Okul Bi’ Acayip 12 Kitaplık Tam Set Kutulu,Epsilon Yayınevi,Dan Gutman,"354,00",%40 indirim,"212,40","141,60",Roman-Öykü Kitapları,2029,9789990030006,Ciltli
979,Nöbet,Artemis Yayınları,Brendan Reichs,"34,00",%35 indirim,"22,10","11,90",Roman,482,9786053043607,Ciltsiz
980,Hayvan Masalları,Yediveren Çocuk,Defne Güler,"25,00",%31 indirim,"17,25","7,75",Masallar,316,9786059484374,Ciltsiz
981,Korece Yunus Emre Divanı Seçme Şiirler,Profil Yayıncılık,Demet Küçük,"11,00",%38 indirim,"6,82","4,18",Şiir Kitapları,48,9789759968601,Ciltsiz
982,Efruz Bey,Parıltı Yayınları,Ömer Seyfettin,"4,90",%50 indirim,"2,45","2,45",Roman-Öykü Kitapları,80,9789758602742,Ciltsiz
983,Şeytanın Kolyesi,Nemesis Kitap,Kat Martin,"26,00",%40 indirim,"15,60","10,40",Roman,448,9786059961646,Ciltsiz
984,Deli Dolu Bir Yaz,Nemesis Kitap,Toni Blake,"9,00",%44 indirim,"5,00","4,00",Roman,525,9786059809009,Ciltsiz
985,Yaptığımız Şeyleri Neden Yaparız? - Meraklısına Psikoloji,Nemesis Kitap,Joel Levy,"20,50",%15 indirim,"17,43","3,08",Diğer Hobi Kitapları,213,9786059545020,Ciltli
986,Başını Vermeyen Şehit,Parıltı Yayınları,Ömer Seyfettin,"4,90",%50 indirim,"2,45","2,45",Öykü Kitapları,80,9786051000008,Ciltsiz
987,12 Mart Anıları,Yapı Kredi Yayınları,Nihat Erim,"37,04",%36 indirim,"23,71","13,33",Önemli Olaylar ve Biyografi - Otobiyogra,629,9789750812194,Ciltsiz
988,Yerli Yerinde,İz Yayıncılık,Köksal Alver,"24,00",%35 indirim,"15,60","8,40",Denemeler,240,9786053263296,Ciltsiz
989,Muhteris,İz Yayıncılık,Abdullah Harmancı,"11,00",%35 indirim,"7,15","3,85",Öykü Kitapları,96,9786053263289,Ciltsiz
990,Dil Şiir Hakikat,İz Yayıncılık,İsmail Süphandağı,"20,00",%35 indirim,"13,00","7,00",Eleştiri-İnceleme-Kuram Kitapları,184,9786053263265,Ciltsiz
991,Mini Aktiviteler - İlk Renkler ve Şekiller (Mor Kitap),Parıltı Yayınları,Kolektif,"9,00",%50 indirim,"4,50","4,50",Zeka Gelişimi Kitapları,20,9786053031529,Ciltsiz
992,Eğlenirken Öğren Mavi Kitap,Parıltı Yayınları,Kolektif,"15,00",%50 indirim,"7,50","7,50",Çıkartmalı Kitaplar,64,9786053031130,Ciltsiz
993,Eğlenirken Öğren Yeşil Kitap,Parıltı Yayınları,Kolektif,"15,00",%50 indirim,"7,50","7,50",Çıkartmalı Kitaplar,64,9786053031123,Ciltsiz
994,Eğlenirken Öğren Kırmızı Kitap,Parıltı Yayınları,Kolektif,"15,00",%50 indirim,"7,50","7,50",Çıkartmalı Kitaplar,64,9786053031116,Ciltsiz
995,Çizmeyi Öğreniyorum Sarı Kitap,Parıltı Yayınları,Kolektif,"10,00",%50 indirim,"5,00","5,00",Okul Öncesi Resimli Kitaplar,32,9786053031062,Ciltsiz
996,Çizmeyi Öğreniyorum Kırmızı Kitap,Parıltı Yayınları,Kolektif,"10,00",%50 indirim,"5,00","5,00",Okul Öncesi Resimli Kitaplar,32,9786053031048,Ciltsiz
997,Renkler ve Şekiller - Kolay Öğreniyorum,Parıltı Yayınları,Kolektif,"10,00",%50 indirim,"5,00","5,00",Okul Öncesi Şekilli Kitaplar,24,9786053031024,Ciltsiz
998,Saymak 5 - Kolay Öğreniyorum,Parıltı Yayınları,Kolektif,"10,00",%50 indirim,"5,00","5,00",Diğer Çocuk Kitapları,24,9786053031000,Ciltsiz
999,Taşıtlar - Çıkartma ve Aktivite Kitabı,Parıltı Yayınları,Kolektif,"10,00",%50 indirim,"5,00","5,00",Çıkartmalı Kitaplar,12,9786053030867,Ciltsiz
1000,Eğlenirken Öğren Sarı Kitap,Parıltı Yayınları,Kolektif,"15,00",%50 indirim,"7,50","7,50",Çıkartmalı Kitaplar,64,9786053030515,Ciltsiz
1001,Sahili Temizleyelim - Doğa Öyküleri,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,24,9786053030249,Ciltsiz
1002,Penguenler Evsiz Kalıyor - Doğa Öyküleri,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,64,9786053030232,Ciltsiz
1003,İki Çöp Kutusu - Doğa Öyküleri,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,24,9786053030195,Ciltsiz
1004,Ağaçları Koruyalım,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,24,9786053030171,Ciltsiz
1005,Atıklardan Harika Şeyler Yapmak - Doğa Öyküleri,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,12,9786053030164,Ciltsiz
1006,Çiçeklerden Öğrendiklerim - Doğadan Öğreniyorum,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,16,9786053030133,Ciltsiz
1007,Yağmurdan Öğrendiklerim - Doğadan Öğreniyorum,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,16,9786053030126,Ciltsiz
1008,Gökyüzünden Öğrendiklerim - Doğadan Öğreniyorum,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,16,9786053030102,Ciltsiz
1009,Gökkuşağından Öğrendiklerim - Doğadan Öğreniyorum,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,16,9786053030096,Ciltsiz
1010,Dağlardan Öğrendiklerim - Doğadan Öğreniyorum,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,16,9786053030089,Ciltsiz
1011,Ağaçlardan Öğrendiklerim - Doğadan Öğreniyorum,Parıltı Yayınları,Quixot Publishing,"6,50",%50 indirim,"3,25","3,25",Hikayeler,16,9786053030065,Ciltsiz
1012,Küçük Adam,Nemesis Kitap,Elif Melissa,"30,00",%83 indirim,"5,00","25,00",Roman,296,9786052164198,Ciltsiz
1013,İneklerin Gizli Hayatı,Domingo Yayınevi,Rosamund Young,"21,00",%35 indirim,"13,65","7,35",Diğer Bilim Kitapları,144,9786051980485,Ciltsiz
1014,Böcek Kraliçe,Domingo Yayınevi,M. G. Leonard,"24,00",%35 indirim,"15,60","8,40",Roman-Öykü Kitapları,352,9786051980478,Ciltsiz
1015,Sinsi Tilki ve Küçük Kırmızı Tavuk,Parıltı Yayınları,Kolektif,"5,90",%50 indirim,"2,95","2,95",Hikayeler,16,9786051009940,Ciltsiz
1016,Prenses ve Bezelye Tanesi,Parıltı Yayınları,Kolektif,"5,90",%50 indirim,"2,95","2,95",Hikayeler,16,9786051009933,Ciltsiz
1017,Pamuk Prenses,Parıltı Yayınları,Kolektif,"5,90",%50 indirim,"2,95","2,95",Hikayeler,16,9786051009926,Ciltsiz
1018,Tarla Faresi ve Şehir Faresi,Parıltı Yayınları,Kolektif,"5,90",%50 indirim,"2,95","2,95",Hikayeler,16,9786051009896,Ciltsiz
1019,Sindrella,Parıltı Yayınları,Kolektif,"5,90",%50 indirim,"2,95","2,95",Hikayeler,16,9786051009889,Ciltsiz
1020,Pinokyo - Parıltı Yayınları,Parıltı Yayınları,Kolektif,"5,90",%50 indirim,"2,95","2,95",Hikayeler,16,9786051009872,Ciltsiz
1021,Küçük Deniz Kızı - Seçme Dünya Masalları,Parıltı Yayınları,Kolektif,"5,90",%50 indirim,"2,95","2,95",Masallar,16,9786051009858,Ciltsiz
